case_id,split,allowed_use,image_number,parameter_status,source_workbook,source_sheet,source_row,trial_id,source_video_filename,source_video_filename_corrected,source_object_kind_zh,object_kind_zh,object_kind_correction,ball_diameter_m,ball_mass_kg,launch_height_m,photogate_position,photogate_distance_before_launch_m,source_time_header,source_block_time_value,interpreted_block_time_s,initial_horizontal_velocity_m_per_s,source_cached_speed_value,source_cached_speed_divisor,ramp_angle_deg,release_distance_m,background_changed,background_description,trial_note,mapping_correction
parabolic_img_0532,train,training_metadata_candidate,532,complete_independent_photogate_measurement,assets/parabolic_motion/2.平抛运动实验记录表.xlsx,Trial记录,13,T011,IMG_532,IMG_532,中型钢球,中型钢球,,0.013699999999999999,0.014,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01197,0.01197,1.1445279866332496,1144.52798663325,1000.0,32.0,0.39,False,,32°39cm,
parabolic_img_0533,train,training_metadata_candidate,533,complete_independent_photogate_measurement,assets/parabolic_motion/2.平抛运动实验记录表.xlsx,Trial记录,14,T012,IMG_533,IMG_533,中型钢球,中型钢球,,0.013699999999999999,0.014,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01198,0.01198,1.1435726210350583,1143.57262103506,1000.0,32.0,0.39,False,,32°39cm,
parabolic_img_0534,train,training_metadata_candidate,534,complete_independent_photogate_measurement,assets/parabolic_motion/2.平抛运动实验记录表.xlsx,Trial记录,15,T013,IMG_534,IMG_534,中型钢球,中型钢球,,0.013699999999999999,0.014,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01216,0.01216,1.126644736842105,1126.64473684211,1000.0,32.0,0.39,False,,32°39cm,
parabolic_img_0535,train,training_metadata_candidate,535,complete_independent_photogate_measurement,assets/parabolic_motion/2.平抛运动实验记录表.xlsx,Trial记录,16,T014,IMG_535,IMG_535,中型钢球,中型钢球,,0.013699999999999999,0.014,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01189,0.01189,1.152228763666947,1152.22876366695,1000.0,32.0,0.39,False,,32°39cm,
parabolic_img_0536,train,training_metadata_candidate,536,complete_independent_photogate_measurement,assets/parabolic_motion/2.平抛运动实验记录表.xlsx,Trial记录,17,T015,IMG_536,IMG_536,中型钢球,中型钢球,,0.013699999999999999,0.014,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01206,0.01206,1.1359867330016582,1135.98673300166,1000.0,32.0,0.39,False,,32°39cm,
parabolic_img_0537,train,training_metadata_candidate,537,complete_independent_photogate_measurement,assets/parabolic_motion/2.平抛运动实验记录表.xlsx,Trial记录,18,T016,IMG_537,IMG_537,中型钢球,中型钢球,,0.013699999999999999,0.014,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01089,0.01089,1.2580348943985307,1258.03489439853,1000.0,32.0,0.47,False,,32°47cm,
parabolic_img_0539,test,frozen_test_inference_parameter_only_never_train,539,complete_independent_photogate_measurement,assets/parabolic_motion/2.平抛运动实验记录表.xlsx,Trial记录,19,T017,IMG_539,IMG_539,中型钢球,中型钢球,,0.013699999999999999,0.014,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01108,0.01108,1.236462093862816,1236.46209386282,1000.0,32.0,0.47,False,,32°47cm,
parabolic_img_0540,train,training_metadata_candidate,540,complete_independent_photogate_measurement,assets/parabolic_motion/2.平抛运动实验记录表.xlsx,Trial记录,20,T018,IMG_540,IMG_540,中型钢球,中型钢球,,0.013699999999999999,0.014,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01091,0.01091,1.2557286892758937,1255.72868927589,1000.0,32.0,0.47,False,,32°47cm,
parabolic_img_0541,test,frozen_test_inference_parameter_only_never_train,541,complete_independent_photogate_measurement,assets/parabolic_motion/2.平抛运动实验记录表.xlsx,Trial记录,21,T019,IMG_541,IMG_541,中型钢球,中型钢球,,0.013699999999999999,0.014,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.011,0.011,1.2454545454545454,1245.45454545455,1000.0,32.0,0.47,False,,32°47cm,
parabolic_img_0542,train,training_metadata_candidate,542,complete_independent_photogate_measurement,assets/parabolic_motion/2.平抛运动实验记录表.xlsx,Trial记录,22,T020,IMG_542,IMG_542,中型钢球,中型钢球,,0.013699999999999999,0.014,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01101,0.01101,1.2443233424159852,1244.32334241599,1000.0,32.0,0.47,False,,32°47cm,
parabolic_img_0543,train,training_metadata_candidate,543,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0544,test,frozen_test_inference_parameter_only_never_train,544,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0545,train,training_metadata_candidate,545,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0546,train,training_metadata_candidate,546,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0547,train,training_metadata_candidate,547,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0548,train,training_metadata_candidate,548,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0549,test,frozen_test_inference_parameter_only_never_train,549,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0550,train,training_metadata_candidate,550,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0551,train,training_metadata_candidate,551,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0552,train,training_metadata_candidate,552,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0553,test,frozen_test_inference_parameter_only_never_train,553,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0554,train,training_metadata_candidate,554,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0555,test,frozen_test_inference_parameter_only_never_train,555,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0556,train,training_metadata_candidate,556,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0557,train,training_metadata_candidate,557,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0558,train,training_metadata_candidate,558,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0560,test,frozen_test_inference_parameter_only_never_train,560,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0561,train,training_metadata_candidate,561,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0562,train,training_metadata_candidate,562,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0563,train,training_metadata_candidate,563,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0564,train,training_metadata_candidate,564,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0565,train,training_metadata_candidate,565,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0566,train,training_metadata_candidate,566,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0567,train,training_metadata_candidate,567,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0568,train,training_metadata_candidate,568,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0569,train,training_metadata_candidate,569,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0570,train,training_metadata_candidate,570,missing_uploaded_workbook_row,,,,,,,,,,,,,,,,,,,,,,,,,,
parabolic_img_0574,test,frozen_test_inference_parameter_only_never_train,574,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,6,T001,IMG_0574,IMG_0574,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02718,0.02718,0.8719646799116998,871.9646799117,1000.0,20.0,0.2,False,,20°20cm,
parabolic_img_0575,train,training_metadata_candidate,575,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,7,T002,IMG_0575,IMG_0575,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02752,0.02752,0.8611918604651163,861.191860465116,1000.0,20.0,0.2,False,,20°20cm,
parabolic_img_0576,test,frozen_test_inference_parameter_only_never_train,576,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,8,T003,IMG_0576,IMG_0576,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02699,0.02699,0.8781030011115227,878.103001111523,1000.0,20.0,0.2,False,,20°20cm,
parabolic_img_0577,test,frozen_test_inference_parameter_only_never_train,577,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,9,T004,IMG_0577,IMG_0577,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02717,0.02717,0.8722856091277144,872.285609127714,1000.0,20.0,0.2,False,,20°20cm,
parabolic_img_0578,train,training_metadata_candidate,578,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,10,T005,IMG_0578,IMG_0578,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02715,0.02715,0.8729281767955801,872.92817679558,1000.0,20.0,0.2,False,,20°20cm,
parabolic_img_0581,train,training_metadata_candidate,581,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,12,T011,IMG_0581,IMG_0581,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01928,0.01928,1.229253112033195,1229.2531120332,1000.0,20.0,0.39,False,,20°39cm,
parabolic_img_0582,train,training_metadata_candidate,582,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,13,T012,IMG_0582,IMG_0582,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01931,0.01931,1.2273433454168823,1227.34334541688,1000.0,20.0,0.39,False,,20°39cm,
parabolic_img_0583,train,training_metadata_candidate,583,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,14,T013,IMG_0583,IMG_0583,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01936,0.01936,1.2241735537190084,1224.17355371901,1000.0,20.0,0.39,False,,20°39cm,
parabolic_img_0584,train,training_metadata_candidate,584,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,15,T014,IMG_0584,IMG_0584,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01954,0.01954,1.2128966223132038,1212.8966223132,1000.0,20.0,0.39,False,,20°39cm,
parabolic_img_0585,train,training_metadata_candidate,585,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,16,T015,IMG_0585,IMG_0585,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01977,0.01977,1.1987860394537178,1198.78603945372,1000.0,20.0,0.39,False,,20°39cm,
parabolic_img_0586,train,training_metadata_candidate,586,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,17,T021,IMG_0586,IMG_0586,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01561,0.01561,1.518257527226137,1518.25752722614,1000.0,20.0,0.6,False,,20°60cm,
parabolic_img_0587,train,training_metadata_candidate,587,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,18,T022,IMG_0587,IMG_0587,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01559,0.01559,1.5202052597819113,1520.20525978191,1000.0,20.0,0.6,False,,20°60cm,
parabolic_img_0588,train,training_metadata_candidate,588,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,19,T023,IMG_0588,IMG_0588,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01561,0.01561,1.518257527226137,1518.25752722614,1000.0,20.0,0.6,False,,20°60cm,
parabolic_img_0590,train,training_metadata_candidate,590,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,20,T024,IMG_0560,IMG_0590,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01563,0.01563,1.516314779270633,1516.31477927063,1000.0,20.0,0.6,False,,20°60cm,"{""confirmation"":""user_confirmed_2026-07-29"",""corrected_image_number"":590,""reason"":""user_confirmed_T024_IMG_0560_should_be_IMG_0590""}"
parabolic_img_0591,train,training_metadata_candidate,591,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,21,T025,IMG_0591,IMG_0591,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01564,0.01564,1.5153452685421993,1515.3452685422,1000.0,20.0,0.6,False,,20°60cm,
parabolic_img_0592,test,frozen_test_inference_parameter_only_never_train,592,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,22,T031,IMG_0592,IMG_0592,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.03547,0.03547,0.668170284747674,668.170284747674,1000.0,15.0,0.2,False,,15°20cm,
parabolic_img_0593,test,frozen_test_inference_parameter_only_never_train,593,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,23,T032,IMG_0593,IMG_0593,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.03552,0.03552,0.6672297297297296,667.22972972973,1000.0,15.0,0.2,False,,15°20cm,
parabolic_img_0594,train,training_metadata_candidate,594,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,24,T033,IMG_0594,IMG_0594,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.03594,0.03594,0.6594323873121869,659.432387312187,1000.0,15.0,0.2,False,,15°20cm,
parabolic_img_0595,train,training_metadata_candidate,595,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,25,T034,IMG_0595,IMG_0595,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.03522,0.03522,0.6729131175468483,672.913117546848,1000.0,15.0,0.2,False,,15°20cm,
parabolic_img_0596,test,frozen_test_inference_parameter_only_never_train,596,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,26,T035,IMG_0596,IMG_0596,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.03549,0.03549,0.6677937447168216,667.793744716822,1000.0,15.0,0.2,False,,15°20cm,
parabolic_img_0597,train,training_metadata_candidate,597,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,33,T042,IMG_0597,IMG_0597,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02267,0.02267,1.0454344949272165,1045.43449492722,1000.0,15.0,0.5,False,,15°50cm,
parabolic_img_0598,train,training_metadata_candidate,598,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,34,T043,IMG_0598,IMG_0598,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02264,0.02264,1.0468197879858656,1046.81978798587,1000.0,15.0,0.5,False,,15°50cm,
parabolic_img_0599,train,training_metadata_candidate,599,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,35,T044,IMG_0599,IMG_0599,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02275,0.02275,1.0417582417582418,1041.75824175824,1000.0,15.0,0.5,False,,15°50cm,
parabolic_img_0600,train,training_metadata_candidate,600,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,36,T045,IMG_0600,IMG_0600,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.02282,0.02282,1.0385626643295354,1038.56266432954,1000.0,15.0,0.5,False,,15°50cm,
parabolic_img_0601,train,training_metadata_candidate,601,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,37,T046,IMG_0601,IMG_0601,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.0227,0.0227,1.0440528634361232,1044.05286343612,1000.0,15.0,0.5,False,,15°50cm,
parabolic_img_0602,train,training_metadata_candidate,602,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,43,T052,IMG_0602,IMG_0602,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01698,0.01698,1.3957597173144878,1395.75971731449,1000.0,15.0,0.875,False,,15°87.5cm,
parabolic_img_0603,train,training_metadata_candidate,603,complete_independent_photogate_measurement,assets/parabolic_motion/3.平抛运动实验记录表.xlsx,Trial记录,44,T053,IMG_0603,IMG_0603,特大钢球,大钢球,"{'corrected_object_kind_zh': '大钢球', 'reason': 'user_confirmed_workbook_3_and_4_use_the_same_large_steel_ball', 'confirmation': 'user_confirmed_2026-07-29'}",0.0237,0.0041600000000000005,0.77,轨道出口前1.2cm,0.012,光电门block_time_ms,0.01706,0.01706,1.3892145369284876,1389.21453692849,1000.0,15.0,0.875,False,,15°87.5cm,
